run_id,dataset_name,filter_type,filter_params,k,inserted_keys,build_time_seconds,memory_usage_bytes,memory_per_kmer_bytes,true_positive_rate,false_positive_rate,throughput_qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,cache_proxy,extra_stats
xor_ecoli_k21_k21_7ebad1e11a_run0,ecoli_k21,xor,"{'false_positive_rate': 0.01, 'fingerprint_bits': 7, 'backend': 'auto'}",21,4562542,19.038451959000668,5759563,1.2623583519888693,1.0,0.0086,247535.6035529869,4.039822900813306,4.039822900813306,4.039822900813306,4.039822900813306,"{'sequential_qps': 290953.0590330918, 'random_qps': 177718.3614052591, 'repeated_qps': 307785.42632111296, 'batch_size': 5000}","{'filter_name': 'xor', 'parameters': {'fingerprint_bits': 7, 'backend': 'fallback:static_bloom', 'requested_backend': 'auto'}, 'inserted_keys': 4562542, 'target_false_positive_rate': 0.0078125, 'actual_memory_usage_bytes': 5759563, 'build_time_seconds': 19.03844991698861, 'built': True, 'note': 'fallback backend uses static Bloom and is not a true XOR filter; use native backend for publication-quality XOR comparisons'}"
xor_ecoli_k21_k21_592204eb04_run0,ecoli_k21,xor,"{'false_positive_rate': 0.001, 'fingerprint_bits': 10, 'backend': 'auto'}",21,4562542,25.947602041007485,8227946,1.8033688237828824,1.0,0.0009,228952.5809548795,4.367716650449438,4.367716650449438,4.367716650449438,4.367716650449438,"{'sequential_qps': 278511.0199211679, 'random_qps': 277932.395682772, 'repeated_qps': 264909.63051076327, 'batch_size': 5000}","{'filter_name': 'xor', 'parameters': {'fingerprint_bits': 10, 'backend': 'fallback:static_bloom', 'requested_backend': 'auto'}, 'inserted_keys': 4562542, 'target_false_positive_rate': 0.0009765625, 'actual_memory_usage_bytes': 8227946, 'build_time_seconds': 25.947598583006766, 'built': True, 'note': 'fallback backend uses static Bloom and is not a true XOR filter; use native backend for publication-quality XOR comparisons'}"
xor_ecoli_k21_k21_cd700305fe_run0,ecoli_k21,xor,"{'false_positive_rate': 0.0001, 'fingerprint_bits': 14, 'backend': 'auto'}",21,4562542,29.566050000008545,11519125,2.524716484801674,1.0,0.0,177372.57998021346,5.637849999766331,5.637849999766331,5.637849999766331,5.637849999766331,"{'sequential_qps': 244106.19424577578, 'random_qps': 249899.69450751593, 'repeated_qps': 218322.33517582252, 'batch_size': 5000}","{'filter_name': 'xor', 'parameters': {'fingerprint_bits': 14, 'backend': 'fallback:static_bloom', 'requested_backend': 'auto'}, 'inserted_keys': 4562542, 'target_false_positive_rate': 6.103515625e-05, 'actual_memory_usage_bytes': 11519125, 'build_time_seconds': 29.566047540996806, 'built': True, 'note': 'fallback backend uses static Bloom and is not a true XOR filter; use native backend for publication-quality XOR comparisons'}"
