run_id,dataset_name,filter_type,filter_params,k,inserted_keys,build_time_seconds,memory_usage_bytes,memory_per_kmer_bytes,true_positive_rate,false_positive_rate,throughput_qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,cache_proxy,extra_stats
bloom_synth_k21_k21_1585bafafe_run0,synth_k21,bloom,"{'false_positive_rate': 0.01, 'expected_items': 399840}",21,399840,1.3490702910348773,479062,1.1981342537014805,1.0,0.011,344373.94531961734,2.9038201454871646,2.941537497099489,2.941537497099489,2.941537497099489,"{'sequential_qps': 409837.93631385505, 'random_qps': 403925.24811215, 'repeated_qps': 349228.402036077, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.01, 'num_bits': 3832490, 'num_hashes': 7, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.01, 'actual_memory_usage_bytes': 479062, 'build_time_seconds': 1.3490293330978602, 'bits_per_item': 9.585059023609444, 'built': True}"
bloom_synth_k21_k21_1585bafafe_run1,synth_k21,bloom,"{'false_positive_rate': 0.01, 'expected_items': 399840}",21,399840,1.375427583931014,479062,1.1981342537014805,1.0,0.0109,341286.736414826,2.9300874991652868,2.938066649949178,2.938066649949178,2.938066649949178,"{'sequential_qps': 426111.63062842685, 'random_qps': 401462.21122246503, 'repeated_qps': 474931.5327812625, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.01, 'num_bits': 3832490, 'num_hashes': 7, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.01, 'actual_memory_usage_bytes': 479062, 'build_time_seconds': 1.3753829579800367, 'bits_per_item': 9.585059023609444, 'built': True}"
bloom_synth_k21_k21_1585bafafe_run2,synth_k21,bloom,"{'false_positive_rate': 0.01, 'expected_items': 399840}",21,399840,1.3561459160409868,479062,1.1981342537014805,1.0,0.0096,351996.13561303075,2.840940279808516,2.8737062006257474,2.8737062006257474,2.8737062006257474,"{'sequential_qps': 417550.09796768834, 'random_qps': 412940.1661776181, 'repeated_qps': 483182.5554656829, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.01, 'num_bits': 3832490, 'num_hashes': 7, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.01, 'actual_memory_usage_bytes': 479062, 'build_time_seconds': 1.3561034579761326, 'bits_per_item': 9.585059023609444, 'built': True}"
bloom_synth_k21_k21_48cc672018_run0,synth_k21,bloom,"{'false_positive_rate': 0.001, 'expected_items': 399840}",21,399840,1.6631726659834385,718592,1.7971988795518208,1.0,0.0013,302978.4679217123,3.3005645809074244,3.295266698114574,3.295266698114574,3.295266698114574,"{'sequential_qps': 387709.1842908864, 'random_qps': 377046.2582219425, 'repeated_qps': 395275.1546027694, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.001, 'num_bits': 5748735, 'num_hashes': 10, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.001, 'actual_memory_usage_bytes': 718592, 'build_time_seconds': 1.663099291967228, 'bits_per_item': 14.377588535414166, 'built': True}"
bloom_synth_k21_k21_48cc672018_run1,synth_k21,bloom,"{'false_positive_rate': 0.001, 'expected_items': 399840}",21,399840,1.660627624951303,718592,1.7971988795518208,1.0,0.0012,301129.8000065618,3.320827098408093,3.324318752856925,3.324318752856925,3.324318752856925,"{'sequential_qps': 382950.6085505988, 'random_qps': 389321.34065814153, 'repeated_qps': 426820.45296386397, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.001, 'num_bits': 5748735, 'num_hashes': 10, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.001, 'actual_memory_usage_bytes': 718592, 'build_time_seconds': 1.660564958001487, 'bits_per_item': 14.377588535414166, 'built': True}"
bloom_synth_k21_k21_48cc672018_run2,synth_k21,bloom,"{'false_positive_rate': 0.001, 'expected_items': 399840}",21,399840,1.7295710840262473,718592,1.7971988795518208,1.0,0.0008,286864.2466018631,3.4859694501695535,3.488533344352618,3.488533344352618,3.488533344352618,"{'sequential_qps': 376993.3617414989, 'random_qps': 379351.47238953854, 'repeated_qps': 322691.1031083887, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.001, 'num_bits': 5748735, 'num_hashes': 10, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.001, 'actual_memory_usage_bytes': 718592, 'build_time_seconds': 1.7295459589222446, 'bits_per_item': 14.377588535414166, 'built': True}"
bloom_synth_k21_k21_7e33c18754_run0,synth_k21,bloom,"{'false_positive_rate': 0.0001, 'expected_items': 399840}",21,399840,2.0305925420252606,958123,2.396266006402561,1.0,0.0001,262181.0883132044,3.814157635982459,3.83152500144206,3.83152500144206,3.83152500144206,"{'sequential_qps': 352140.58182184, 'random_qps': 344560.25501557265, 'repeated_qps': 356156.71849710064, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.0001, 'num_bits': 7664980, 'num_hashes': 13, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.0001, 'actual_memory_usage_bytes': 958123, 'build_time_seconds': 2.030513333971612, 'bits_per_item': 19.17011804721889, 'built': True}"
bloom_synth_k21_k21_7e33c18754_run1,synth_k21,bloom,"{'false_positive_rate': 0.0001, 'expected_items': 399840}",21,399840,2.000139082898386,958123,2.396266006402561,1.0,0.0,262612.32009487937,3.8078944645045945,3.769304195884615,3.769304195884615,3.769304195884615,"{'sequential_qps': 346905.3659402127, 'random_qps': 312613.69970569544, 'repeated_qps': 355266.4239022776, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.0001, 'num_bits': 7664980, 'num_hashes': 13, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.0001, 'actual_memory_usage_bytes': 958123, 'build_time_seconds': 2.0000692500034347, 'bits_per_item': 19.17011804721889, 'built': True}"
bloom_synth_k21_k21_7e33c18754_run2,synth_k21,bloom,"{'false_positive_rate': 0.0001, 'expected_items': 399840}",21,399840,2.052099999971688,958123,2.396266006402561,1.0,0.0,249835.65389369673,4.0026312674550955,4.011658352101222,4.011658352101222,4.011658352101222,"{'sequential_qps': 329517.94058296445, 'random_qps': 336811.2222558269, 'repeated_qps': 359925.5009715074, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 399840, 'false_positive_rate': 0.0001, 'num_bits': 7664980, 'num_hashes': 13, 'hash_seed': 7}, 'inserted_keys': 399840, 'target_false_positive_rate': 0.0001, 'actual_memory_usage_bytes': 958123, 'build_time_seconds': 2.051758209010586, 'bits_per_item': 19.17011804721889, 'built': True}"
