run_id,dataset_name,filter_type,filter_params,k,inserted_keys,build_time_seconds,memory_usage_bytes,memory_per_kmer_bytes,true_positive_rate,false_positive_rate,throughput_qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,cache_proxy,extra_stats
learned_borreliella_burgdorferi_k31_k31_f65d2a8089_run0,borreliella_burgdorferi_k31,learned,"{'backup_false_positive_rate': 0.01, 'model_threshold': 0.5, 'model_backend': 'ngram_sgd', 'ngram_features': 4096, 'ngram_range': (3, 5)}",31,1356486,144.41541145800147,1527455,1.1260381603643532,1.0,0.0199,30713.4720208783,32.55900209915126,32.55900209915126,32.55900209915126,32.55900209915126,"{'sequential_qps': 31171.019909394392, 'random_qps': 30900.072768696646, 'repeated_qps': 31921.69966285916, 'batch_size': 5000}","{'filter_name': 'learned', 'parameters': {'k': 31, 'model_threshold': 0.8216280484333596, 'backup_false_positive_rate': 0.01, 'model_backend': 'ngram_sgd', 'ngram_features': 4096, 'ngram_range': (3, 5)}, 'inserted_keys': 1356486, 'target_false_positive_rate': 0.01, 'actual_memory_usage_bytes': 1527455, 'build_time_seconds': 144.00347037499887, 'built': True, 'model_eval': {'accuracy': 0.5314882072805729, 'avg_precision': 0.7345936896768411, 'true_positive_rate': 0.07066568841311188, 'false_positive_rate': 0.009452426384385593, 'threshold': 0.8216280484333596, 'roc_auc': 0.7487317731766006, 'selected_threshold': 0.8216280484333596, 'model_fpr': 0.009452426384385593, 'model_fnr': 0.9293343115868882, 'target_model_fpr': 0.01, 'used_fallback_selection': 0.0, 'model_false_negative_count': 1261175.0, 'model_false_negative_rate': 0.9297368347332741}, 'has_backup_filter': True}"
learned_borreliella_burgdorferi_k31_k31_ddf41a4ee3_run0,borreliella_burgdorferi_k31,learned,"{'backup_false_positive_rate': 0.001, 'model_threshold': 0.5, 'model_backend': 'ngram_sgd', 'ngram_features': 4096, 'ngram_range': (3, 5)}",31,1356486,106.71953783300705,2454261,1.8092785329151941,1.0,0.0008,41707.867703403645,23.976291646249592,23.976291646249592,23.976291646249592,23.976291646249592,"{'sequential_qps': 43347.85607804171, 'random_qps': 43853.78810539587, 'repeated_qps': 47531.92475878283, 'batch_size': 5000}","{'filter_name': 'learned', 'parameters': {'k': 31, 'model_threshold': 0.9269003871084157, 'backup_false_positive_rate': 0.001, 'total_false_positive_rate': 0.001, 'model_false_positive_rate': 0.001, 'prefilter_false_positive_rate': None, 'refit_model_on_full_dataset': False, 'model_backend': 'ngram_sgd', 'ngram_features': 4096, 'ngram_range': (3, 5)}, 'inserted_keys': 1356486, 'target_false_positive_rate': 0.001, 'actual_memory_usage_bytes': 2454261, 'build_time_seconds': 106.60523474996444, 'built': True, 'model_eval': {'accuracy': 0.5009608154398864, 'avg_precision': 0.7350926972279247, 'true_positive_rate': 4.924095074427697e-06, 'false_positive_rate': 0.0, 'threshold': 0.9269003871084157, 'roc_auc': 0.7492621938753883, 'selected_threshold': 0.9269003871084157, 'model_fpr': 0.0, 'model_fnr': 0.9999950759049255, 'target_model_fpr': 0.001, 'used_fallback_selection': 0.0, 'model_false_negative_count': 1356478.0, 'model_false_negative_rate': 0.9999941024087237}, 'has_backup_filter': True, 'has_prefilter': False}"
learned_borreliella_burgdorferi_k31_k31_ac13309b22_run0,borreliella_burgdorferi_k31,learned,"{'backup_false_positive_rate': 0.0001, 'model_threshold': 0.5, 'model_backend': 'ngram_sgd', 'ngram_features': 4096, 'ngram_range': (3, 5)}",31,1356486,154.0034796250111,3266888,2.408346271174196,1.0,0.0003,28191.381921539545,35.471833299379796,35.471833299379796,35.471833299379796,35.471833299379796,"{'sequential_qps': 29054.934955659362, 'random_qps': 29131.856122664132, 'repeated_qps': 29943.78306133208, 'batch_size': 5000}","{'filter_name': 'learned', 'parameters': {'k': 31, 'model_threshold': 0.9281886756351112, 'backup_false_positive_rate': 0.0001, 'model_backend': 'ngram_sgd', 'ngram_features': 4096, 'ngram_range': (3, 5)}, 'inserted_keys': 1356486, 'target_false_positive_rate': 0.0001, 'actual_memory_usage_bytes': 3266888, 'build_time_seconds': 153.58997974998783, 'built': True, 'model_eval': {'accuracy': 0.5009608154398864, 'avg_precision': 0.7355444898854343, 'true_positive_rate': 4.924095074427697e-06, 'false_positive_rate': 0.0, 'threshold': 0.9281886756351112, 'roc_auc': 0.7494758188380826, 'selected_threshold': 0.9281886756351112, 'model_fpr': 0.0, 'model_fnr': 0.9999950759049255, 'target_model_fpr': 0.0001, 'used_fallback_selection': 0.0, 'model_false_negative_count': 1356481.0, 'model_false_negative_rate': 0.9999963140054523}, 'has_backup_filter': True}"
