run_id,dataset_name,filter_type,filter_params,k,inserted_keys,build_time_seconds,memory_usage_bytes,memory_per_kmer_bytes,true_positive_rate,false_positive_rate,throughput_qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,cache_proxy,extra_stats
bloom_pseudomonas_aeruginosa_k31_k31_6e35fb1366_run0,pseudomonas_aeruginosa_k31,bloom,"{'false_positive_rate': 0.01, 'expected_items': 6222731}",31,6222731,27.031370125012472,7455655,1.198132299146468,1.0,0.0103,265484.0837521784,3.766704149893485,3.766704149893485,3.766704149893485,3.766704149893485,"{'sequential_qps': 307482.58875084925, 'random_qps': 308091.5122901985, 'repeated_qps': 330354.0318819912, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 6222731, 'false_positive_rate': 0.01, 'num_bits': 59645240, 'num_hashes': 7, 'hash_seed': 7}, 'inserted_keys': 6222731, 'target_false_positive_rate': 0.01, 'actual_memory_usage_bytes': 7455655, 'build_time_seconds': 27.029764207982225, 'bits_per_item': 9.585058393171744, 'built': True}"
bloom_pseudomonas_aeruginosa_k31_k31_425bcb778c_run0,pseudomonas_aeruginosa_k31,bloom,"{'false_positive_rate': 0.001, 'expected_items': 6222731}",31,6222731,33.3729250409815,11183483,1.7971985290702748,1.0,0.0007,215597.10288308558,4.638281250663567,4.638281250663567,4.638281250663567,4.638281250663567,"{'sequential_qps': 277328.1878622492, 'random_qps': 278102.8800487188, 'repeated_qps': 256320.8025066181, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 6222731, 'false_positive_rate': 0.001, 'num_bits': 89467860, 'num_hashes': 10, 'hash_seed': 7}, 'inserted_keys': 6222731, 'target_false_positive_rate': 0.001, 'actual_memory_usage_bytes': 11183483, 'build_time_seconds': 33.370561458024895, 'bits_per_item': 14.377587589757615, 'built': True}"
bloom_pseudomonas_aeruginosa_k31_k31_af0c118f8d_run0,pseudomonas_aeruginosa_k31,bloom,"{'false_positive_rate': 0.0001, 'expected_items': 6222731}",31,6222731,39.59030420798808,14911310,2.396264598292936,1.0,0.0002,191831.7245373431,5.212902101629879,5.212902101629879,5.212902101629879,5.212902101629879,"{'sequential_qps': 258084.13265478812, 'random_qps': 258311.34405939814, 'repeated_qps': 260143.80471382226, 'batch_size': 5000}","{'filter_name': 'bloom', 'parameters': {'expected_items': 6222731, 'false_positive_rate': 0.0001, 'num_bits': 119290480, 'num_hashes': 13, 'hash_seed': 7}, 'inserted_keys': 6222731, 'target_false_positive_rate': 0.0001, 'actual_memory_usage_bytes': 14911310, 'build_time_seconds': 39.58714312498341, 'bits_per_item': 19.17011678634349, 'built': True}"
